PROJNUM,Goal,OtherGoal,cfsSpecified
20061001,increase streambank stabilization/protection,,
20061001,decrease erosion/stream sedimentation,,
20061001,education,education and awareness,
20061002,increase future stream shading/increase vegetation to provide shade,,
20061002,increase streambank stabilization/protection,,
20061002,decrease erosion/stream sedimentation,,
20061002,education,education and awareness,
20061003,increase future stream shading/increase vegetation to provide shade,,
20061003,increase streambank stabilization/protection,,
20061003,decrease erosion/stream sedimentation,,
20061003,education,education and awareness,
20061004,increase future stream shading/increase vegetation to provide shade,,
20061004,increase streambank stabilization/protection,,
20061004,decrease erosion/stream sedimentation,,
20061004,education,education and awareness,
20061005,increase future stream shading/increase vegetation to provide shade,,
20061005,increase streambank stabilization/protection,,
20061005,decrease erosion/stream sedimentation,,
20061005,education,education and awareness,
20061006,increase future stream shading/increase vegetation to provide shade,,
20061006,increase streambank stabilization/protection,,
20061006,decrease erosion/stream sedimentation,,
20061006,education,education and awareness,
20061007,increase future stream shading/increase vegetation to provide shade,,
20061007,increase streambank stabilization/protection,,
20061007,decrease erosion/stream sedimentation,,
20061007,education,education and awareness,
20061008,increase future stream shading/increase vegetation to provide shade,,
20061008,increase streambank stabilization/protection,,
20061008,decrease erosion/stream sedimentation,,
20061008,education,education and awareness,
20061009,increase future stream shading/increase vegetation to provide shade,,
20061009,increase streambank stabilization/protection,,
20061009,decrease erosion/stream sedimentation,,
20061009,education,education and awareness,
20061010,increase future stream shading/increase vegetation to provide shade,,
20061010,increase streambank stabilization/protection,,
20061010,decrease erosion/stream sedimentation,,
20061010,education,education and awareness,
20061011,increase future stream shading/increase vegetation to provide shade,,
20061011,increase streambank stabilization/protection,,
20061011,decrease erosion/stream sedimentation,,
20061011,education,education and awareness,
20061012,increase future stream shading/increase vegetation to provide shade,,
20061012,increase streambank stabilization/protection,,
20061012,decrease erosion/stream sedimentation,,
20061012,education,education and awareness,
20061013,increase future stream shading/increase vegetation to provide shade,,
20061013,increase streambank stabilization/protection,,
20061013,decrease erosion/stream sedimentation,,
20061013,education,education and awareness,
20061014,increase future stream shading/increase vegetation to provide shade,,
20061014,increase streambank stabilization/protection,,
20061014,decrease erosion/stream sedimentation,,
20061014,education,education and awareness,
20061015,increase future stream shading/increase vegetation to provide shade,,
20061015,increase streambank stabilization/protection,,
20061015,decrease erosion/stream sedimentation,,
20061015,education,education and awareness,
20061016,increase future stream shading/increase vegetation to provide shade,,
20061016,increase streambank stabilization/protection,,
20061016,decrease erosion/stream sedimentation,,
20061016,education,education and awareness,
20061017,increase future stream shading/increase vegetation to provide shade,,
20061017,increase streambank stabilization/protection,,
20061017,decrease erosion/stream sedimentation,,
20061017,education,education and awareness,
20061018,increase future stream shading/increase vegetation to provide shade,,
20061018,increase streambank stabilization/protection,,
20061018,decrease erosion/stream sedimentation,,
20061018,education,education and awareness,
20061019,increase future stream shading/increase vegetation to provide shade,,
20061019,increase streambank stabilization/protection,,
20061019,decrease erosion/stream sedimentation,,
20061019,education,education and awareness,
20061020,increase future stream shading/increase vegetation to provide shade,,
20061020,increase streambank stabilization/protection,,
20061020,decrease erosion/stream sedimentation,,
20061020,education,education and awareness,
20061021,increase future stream shading/increase vegetation to provide shade,,
20061021,increase streambank stabilization/protection,,
20061021,decrease erosion/stream sedimentation,,
20061021,education,education and awareness,
20061022,increase future stream shading/increase vegetation to provide shade,,
20061022,increase streambank stabilization/protection,,
20061022,decrease erosion/stream sedimentation,,
20061022,education,education and awareness,
20061023,increase future stream shading/increase vegetation to provide shade,,
20061023,increase streambank stabilization/protection,,
20061023,decrease erosion/stream sedimentation,,
20061023,education,education and awareness,
20061024,increase future stream shading/increase vegetation to provide shade,,
20061024,increase streambank stabilization/protection,,
20061024,decrease erosion/stream sedimentation,,
20061024,education,education and awareness,
20061025,increase future stream shading/increase vegetation to provide shade,,
20061025,increase streambank stabilization/protection,,
20061025,decrease erosion/stream sedimentation,,
20061025,education,education and awareness,
20061026,increase future stream shading/increase vegetation to provide shade,,
20061026,increase streambank stabilization/protection,,
20061026,decrease erosion/stream sedimentation,,
20061026,education,education and awareness,
20061027,increase future stream shading/increase vegetation to provide shade,,
20061027,increase streambank stabilization/protection,,
20061027,decrease erosion/stream sedimentation,,
20061027,education,education and awareness,
