,PROJNUM,Participants
10687,20061026,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10688,20061027,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10689,20061028,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10690,20061029,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10691,20061030,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10692,20061031,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10693,20061032,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10694,20061033,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10695,20061034,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10696,20061035,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10697,20061036,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10698,20061037,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10699,20061038,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10700,20061039,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10701,20061040,"Middle Rogue Watershed Council, City of Grants Pass, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10702,20061041,"Middle Rogue Watershed Council, North Middle School, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10703,20061042,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10704,20061043,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10705,20061044,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10706,20061045,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10707,20061046,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10708,20061047,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10709,20061048,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10710,20061049,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10711,20061050,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10712,20061051,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10713,20061052,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10714,20061053,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10715,20061054,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10716,20061055,"Middle Rogue Watershed Council, Josephine County, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10717,20061056,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10718,20061057,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10719,20061058,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10720,20061059,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10721,20061060,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10722,20061061,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10723,20061062,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10724,20061063,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10725,20061064,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10726,20061065,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10727,20061066,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10728,20061067,"Middle Rogue Watershed Council, Allendale Elementary, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10729,20061068,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10730,20061069,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10731,20061070,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10732,20061071,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10733,20061072,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10734,20061073,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10735,20061074,"Middle Rogue Watershed Council, Private Landowner, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10736,20061075,"Middle Rogue Watershed Council, Josephine County, OWEB, volunteers, BLM, ODF, Josephine County Public Works, Swanson Group, Inc., Josephine SWCD, Oregon State University, ODFW, EPA, Josephine County"
10737,20061076,"Upper Rogue Watershed Association, Boise Building Solutions, OWEB, Rogue Sportsman, Rogue Flyfishers, Oregon Wildlife Heritage Foundation, ODFW, Private Landowner, USFS, BLM, Jackson County, US Army Corps of Engineers"
10738,20061077,"Ducks Unlimited, Inc., Private Landowner, OWEB, ODFW, North American Wetlands Conservation Council, NRCS"
10739,20061078,"Lakeview SWCD, Private Landowner, OWEB, ODFW, Oregon State University, USFWS"
10740,20061079,"Lakeview SWCD, Private Landowner, OWEB, ODFW"
10741,20061080,"Douglas SWCD, Private Landowner, OWEB, BLM"
10742,20061081,"Douglas SWCD, Private Landowner, OWEB, ODFW, BLM"
10743,20061082,"Umatilla SWCD, Private Landowner, OWEB"
10744,20061083,"Umatilla SWCD, Private Landowner, OWEB"
10745,20061084,"Umatilla SWCD, Knowes Farms Inc, OWEB"
10746,20061085,"Umatilla SWCD, Johns Ranch, OWEB"
10747,20061086,"Umatilla SWCD, Private Landowner, OWEB"
10748,20061087,"Umatilla SWCD, T&R Farming, OWEB"
10749,20061088,"Umatilla SWCD, Woodward Farms, OWEB"
10750,20061089,"Umatilla SWCD, Lieuallen Farms, OWEB"
10751,20061090,"Umatilla SWCD, Betts Ranch, OWEB"
10752,20061091,"Umatilla SWCD, R D Johns Farm Inc, OWEB"
10753,20061092,"Umatilla SWCD, S & M Farming Co, OWEB"
10754,20061093,"Umatilla SWCD, Private Landowner, OWEB"
10755,20061094,"Umatilla SWCD, Coppock Ranch Inc., OWEB"
10756,20061095,"Umatilla SWCD, D&R Ranches, OWEB"
10757,20061096,"Umatilla SWCD, Piper Century Farms, OWEB"
10758,20061097,"Umatilla SWCD, Goad Ranches, OWEB"
10759,20061098,"Umatilla SWCD, Hill Ranches, OWEB"
10760,20061099,"Umatilla SWCD, Jones & Jones Ranches, OWEB"
10761,20061100,"Umatilla SWCD, Private Landowner, OWEB"
10762,20061101,"Umatilla SWCD, Private Landowner, OWEB"
10763,20061102,"Umatilla SWCD, Private Landowner, OWEB"
10764,20061103,"Umatilla SWCD, Private Landowner, OWEB"
10765,20061104,"Umatilla SWCD, Private Landowner, OWEB"
10766,20061105,"Umatilla SWCD, Private Landowner, OWEB"
10767,20061106,"Umatilla SWCD, Snow Ranches, OWEB"
10768,20061107,"Umatilla SWCD, Spring Hollow Farming, OWEB"
10769,20061108,"Umatilla SWCD, Private Landowner, OWEB"
10770,20061109,"Umatilla SWCD, Temple Ranch, OWEB"
10771,20061110,"Umatilla SWCD, Straughan Ranch, OWEB"
10772,20061111,"Umatilla SWCD, Terjeson Ranches, OWEB"
10773,20061112,"Umatilla SWCD, Private Landowner, OWEB"
10774,20061113,"Umatilla SWCD, RD Johns Farms Inc, OWEB"
10775,20061114,"Umatilla SWCD, Froese Farms, OWEB"
10776,20061115,"Umatilla SWCD, Private Landowner, OWEB"
10777,20061116,"Umatilla SWCD, Private Landowner, OWEB"
10778,20061117,"Umatilla SWCD, Nolin Farming, OWEB"
10779,20061118,"Umatilla SWCD, D&R Ranches LLC, OWEB"
10780,20061119,"Umatilla SWCD, S & M Farming Co, OWEB"
10781,20061120,"Umatilla SWCD, Private Landowner, OWEB"
10782,20061121,"Umatilla SWCD, Spring Hollow Farming, OWEB"
10783,20061122,"Umatilla SWCD, Private Landowner, OWEB"
10784,20061123,"Umatilla SWCD, Sampson Ranch, OWEB"
10785,20061124,"Umatilla SWCD, Private Landowner, OWEB"
10786,20061125,"Umatilla SWCD, Private Landowner, OWEB"
10787,20061126,"Umatilla SWCD, Private Landowner, OWEB"
10788,20061127,"Umatilla SWCD, Private Landowner, OWEB"
10789,20061128,"Umatilla SWCD, Private Landowner, OWEB"
10790,20061129,"Umatilla SWCD, Private Landowner, OWEB"
10791,20061130,"Umatilla SWCD, Private Landowner, OWEB"
10792,20061131,"Umatilla SWCD, Coppock Ranch Inc., OWEB"
10793,20061132,"Umatilla SWCD, Private Landowner, OWEB"
10794,20061133,"Umatilla SWCD, Spring Hollow Farming, OWEB"
10795,20061134,"Umatilla SWCD, Cold Spring Ranches, OWEB"
10796,20061135,"Umatilla SWCD, Private Landowner, OWEB"
10797,20061136,"Umatilla SWCD, Lieuallen Ranch, Inc., OWEB"
10798,20061137,"Umatilla SWCD, Private Landowner, OWEB"
10799,20061138,"Umatilla SWCD, Private Landowner, OWEB"
10800,20061139,"Umatilla SWCD, BL Davis Ranch Inc., OWEB"
10801,20061140,"Umatilla SWCD, Private Landowner, OWEB"
10802,20061141,"Umatilla SWCD, Private Landowner, OWEB"
10803,20061142,"Umatilla SWCD, Lawrence Ranches, OWEB"
10804,20061143,"Umatilla SWCD, Private Landowner, OWEB"
10805,20061144,"Umatilla SWCD, Golden Valley Farms - East, OWEB"
10806,20061145,"Starker Forests, Inc."
10807,20070001,"ODFW, Plum Creek Timber Company"
10808,20070002,"ODFW, ODFW"
10809,20070003,"ODFW, Private Landowner, DEQ"
10810,20070004,"ODFW, Lincoln County, OWEB, MidCoast Watersheds Council"
10811,20070005,"ODFW, Plum Creek Timber Company"
10812,20070006,"ODFW, Green Diamond Resource Company"
10813,20070007,"ODFW, BLM"
10814,20070008,"ODFW, USFS, ODFW, Alsea Watershed Council, BLM, Weyerhaeuser Company, Starker Forests, Inc., Private Landowner"
10815,20070009,"Clackamas SWCD, Private Landowner, OWEB"
10816,20070010,"ODFW, Starker Forests, Inc."
10817,20070011,"Lower Rogue Watershed Council, Private Landowner, OWEB, NRCS"
10818,20070012,"Hancock Forest Management, Forestree GM, LLC"
10819,20070013,"ODFW, Roseburg Resources Co., OWEB, USFS, OWEB, MidCoast Watersheds Council"
